direccion_completa,Gasolina 95,Gasolina 98,Diésel,Diésel premium,rotulo,horario,ultimo_dato
"Carretera V-580 Km. 13, 46823 Navarrés (Valencia / València)",2.059,2.179,1.969,2.019,ROS,L-D: 06:00-22:00,2022-07-18 10:45:00
"Carretera V-6044 Km. 6,3, 46112 València (Valencia / València)",2.009,,1.979,2.079,CEPSA,L-D: 06:00-22:00,2022-07-20 06:00:00
"Carretera V-6044 Km. 6,3, 46112 València (Valencia / València)",2.009,,1.979,2.079,CEPSA,L-V: 07:00-22:00,2022-07-20 06:00:00
"Carretera V: 302 Km. 233,84, 46469 Beniparrell (Valencia / València)",2.029,2.169,2.019,2.099,SHELL,L-S: 05:00-23:00,2022-07-19 14:00:00
"Carretera Va-223 Km. 14, 47310 Campaspero (Valladolid)",,,1.919,,EL PARAMO S.C.L.,L-V: 09:00-18:30,2022-07-18 16:54:00
"Carretera Va-Vp-9106 Km. 37,400, 47100 Tordesillas (Valladolid)",,,1.94,,COADUERO,L-V: 09:00-14:00 y 16:00-19:00,2022-07-18 13:53:00
"Carretera Va 404 Km. 26, 47250 Mojados (Valladolid)",2.04,,1.93,,NUÑEZ VILLARREAL,L-D: 24H,2022-07-18 08:34:00
"Carretera Valdehornillos, S/N Km. S/N, 06410 Santa Amalia (Badajoz)",1.963,,1.927,,AMALIA DE SAJONIA,L-D: 24H,2022-07-18 10:27:00
"Carretera Valdemaqueda Km. 0, 28294 Robledo De Chavela (Madrid)",1.994,,2.009,2.059,CEPSA,L-D: 06:00-22:00,2022-07-20 00:00:00
"Carretera Valdepeñas Km. 57, 23160 Los Villares (Jaén)",2.069,,1.979,2.049,AGLA,L-D: 06:30-22:30,2022-07-18 10:24:00
"Carretera Valencia-Ademuz-Peixador Km. 10,200, 46980 Paterna (Valencia / València)",1.978,,1.918,,E.S. METROARTE,L-D: 24H,2022-07-18 10:52:00
"Carretera Valencia-Ademuz Km. 23,3, 46160 Llíria (Valencia / València)",2.019,,1.979,2.192,REPSOL,L-D: 24H,2022-07-18 12:42:00
"Carretera Valencia-Ademuz Km. 23600, 46185 La Pobla De Vallbona (Valencia / València)",1.959,,1.899,,GASOLEOS LA ELIANA,L-D: 24H,2022-07-19 07:34:00
"Carretera Valencia-Ademuz Km. 26,200, 46160 Llíria (Valencia / València)",1.928,,1.858,,E.S. MONTECOLLADO S.L.,L-D: 24H,2022-07-19 13:41:00
"Carretera Valencia-Ademuz Km. 9700, 46980 Paterna (Valencia / València)",1.978,,1.893,2.099,MIGUEL PI,L-D: 24H,2022-07-18 10:35:00
"Carretera Valencia-Godelleta Km. 4,1, 46370 Chiva (Valencia / València)",2.009,2.159,1.979,2.029,REPSOL,L-D: 06:00-22:00,2022-07-18 11:01:00
"Carretera Valencia 1 Km. 1, 16210 Campillo De Altobuey (Cuenca)",,,1.9,,S. ANDRES APOSTOL SOCIEDAD COOP. DE C-LM,L-D: 24H,2022-07-18 14:25:00
"Carretera Valencia Ademuz Km. 13,1, 46184 San Antonio De Benagéber (Valencia / València)",2.009,2.151,1.969,2.059,BP  MARIOLA,L-D: 05:00-00:00,2022-07-19 10:49:00
"Carretera Valencia Ademuz Km. 87, 46178 Titaguas (Valencia / València)",2.019,,1.959,,E.S.TITAGUAS S.L,L-V: 07:45-14:15 y 16:30-20:00; S-D: 09:00-14:00 y 18:00-20:00,2022-07-20 00:00:00
"Carretera Valencia De Don Juan Km. Sn, 24237 Toral De Los Guzmanes (León)",,,1.877,,SUTECAL,L-V: 09:00-13:30 y 16:00-18:30; S: 09:00-13:30,2022-07-20 00:00:00
"Carretera Valencia Km. 8, 50410 Cuarte De Huerva (Zaragoza)",1.979,2.111,1.989,2.055,CEPSA,L-S: 06:00-23:00; D: 07:00-23:00,2022-07-19 12:45:00
"Carretera Valencia Km. 8,8, 50410 Cuarte De Huerva (Zaragoza)",2.059,2.199,1.999,,E.S.SANTA FE,L-V: 06:15-22:00; S: 07:30-21:00; D: 08:00-21:00,2022-07-18 13:52:00
"Carretera Vall Duixó Km. 1, 12526 La Vilavella (Castellón / Castelló)",2.019,,1.985,2.015,COOPERATIVA AGRICOLA SANT JOSEP,L-D: 24H,2022-07-18 10:56:00
"Carretera Valladolid-Tortoles Km. 7, 47170 Renedo De Esgueva (Valladolid)",1.989,2.099,1.969,2.059,REPSOL,L-D: 07:00-23:00,2022-07-18 23:00:00
"Carretera Valladolid Km. 85, 37184 Villares De La Reina (Salamanca)",1.949,,1.869,,AUTONETOIL,L-D: 24H,2022-07-18 06:30:00
"Carretera Valladolid S/N Finca 16114 Km. 148, 40200 Cuéllar (Segovia)",1.989,,1.919,,EL SURTIDOR,L-D: 24H,2022-07-18 11:45:00
"Carretera Variante Mercancias Peligrosas Km. 12,5, 21810 Palos De La Frontera (Huelva)",2.039,2.185,1.975,2.079,BP OIL ESPAÑA,L-D: 24H,2022-07-18 11:15:00
"Carretera Variante Puertollano-Repsol Km. 11, 13500 Puertollano (Ciudad Real)",,,2.029,,REPSOL,L-D: 24H,2022-07-18 15:16:00
"Carretera Velez­-Benamocarra, Ma­135 Km. 1,5, 29719 Benamocarra (Málaga)",1.999,,1.959,,ADISADI VELEZ,L-D: 06:30-22:30,2022-07-18 12:37:00
"Carretera Vella De Sineu Pmv3011 Km. 15,5, 07142 Santa Eugènia (Balears (Illes))",2.079,2.149,2.039,2.079,SHELL,L-D: 06:00-21:00,2022-07-18 08:33:00
"Carretera Venta Nueva Km. 0,1, 18360 Huétor Tájar (Granada)",2.019,2.164,1.969,2.071,BP HUETOR TAJAR,L-D: 06:00-23:00,2022-07-19 06:00:00
"Carretera Venta Nueva Km. 0,120, 18360 Huétor Tájar (Granada)",1.979,,1.929,,CHT,L-D: 24H,2022-07-19 07:38:00
"Carretera Viator - El Alquian Km. 8,5, 04240 Viator (Almería)",1.999,2.141,1.979,2.069,BP VIATOR,L-V: 06:00-22:00; S: 06:00-21:00; D: 07:00-21:00,2022-07-20 00:00:00
"Carretera Vic, Cantonada C/Castellgalí Km. 0, 08241 Manresa (Barcelona)",1.919,,1.899,1.949,ESCLATOIL,L-D: 24H,2022-07-18 12:00:00
"Carretera Vicalvaro A Estacion De O`Donnell Km. 22, 28032 Madrid (Madrid)",1.897,,1.917,1.937,BALLENOIL,L-D: 24H,2022-07-19 13:55:00
"Carretera Vicalvaro Km. 3,6, 28052 Madrid (Madrid)",1.979,,1.919,1.979,DST,L-D: 07:00-23:00,2022-07-19 11:30:00
"Carretera Vieja De Buñola Km. 15, 07009 Palma (Balears (Illes))",2.024,,2.025,2.105,CEPSA,L-S: 06:00-22:00; D: 08:00-16:00,2022-07-20 00:00:00
"Carretera Vieja De Carchuna Km. S/N, 18600 Motril (Granada)",,,1.879,,SAT LA CAÑA,L-S: 08:00-14:00 y 16:00-19:00,2022-07-18 08:30:00
"Carretera Vieja De Santander Nº 22 Km., 47155 Santovenia De Pisuerga (Valladolid)",2.089,,1.955,,SERVATRA,L-V: 07:00-22:00; S: 09:00-14:00,2022-07-18 09:57:00
"Carretera Vieja Km. 213, 38390 Santa Úrsula (Santa Cruz De Tenerife)",1.498,1.657,1.499,,REPSOL,L-S: 06:00-23:00; D: 07:00-23:00,2022-07-18 13:50:00
"Carretera Viella Km. 0,250, 33429 Siero (Asturias)",2.089,2.231,2.009,2.099,BP LA CHALANA,L: 06:00-22:00,2022-07-18 07:41:00
"Carretera Viesques Km. S/N, 33204 Gijón (Asturias)",2.009,,1.959,2.049,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Vigo- Madrid Km. 663, 36214 Vigo (Pontevedra)",1.999,2.139,1.999,2.069,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Vilafranca A Sant Sadurni D'anoia Km. 7,5, 08792 La Granada (Barcelona)",1.999,2.159,1.959,2.009,REPSOL,L-D: 24H,2022-07-18 12:02:00
"Carretera Vilafranca Km. 45, 08259 Canyelles (Barcelona)",1.939,,1.929,,SPAROIL,L-D: 24H,2022-07-18 10:31:00
"Carretera Vilasar De Mar Km. 3,343, 08348 Cabrils (Barcelona)",2.029,2.179,1.999,2.069,SHELL,L-D: 05:30-23:30,2022-07-18 14:46:00
"Carretera Vilecha-Tr Km. S/N, 24192 León (León)",2.009,2.089,1.939,1.989,PASO HONROSO,L-D: 24H,2022-07-20 06:00:00
"Carretera Villa De D. Fadrique Km. 13, 45870 Lillo (Toledo)",1.863,,1.836,,LILLO SUMINISTROS,L-D: 24H,2022-07-19 10:21:00
"Carretera Villabañez Km. 100, 47012 Valladolid (Valladolid)",1.969,2.079,1.979,2.069,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Carretera Villacarrillo Km. 0, 23260 Castellar (Jaén)",2.03,,1.995,,S.C.A.NTRA.SRA.CONSOLACION,L-D: 08:00-20:00,2022-07-19 22:01:00
"Carretera Villafranqueza-San Vicente Km. 1,5, 03690 San Vicente Del Raspeig/Sant Vicent Del Raspeig (Alicante)",1.979,2.109,1.969,2.059,REPSOL,L-S: 06:00-22:00; D: 08:00-15:00,2022-07-20 00:00:00
"Carretera Villagarcia Km. 0,1, 02100 Tarazona De La Mancha (Albacete)",1.96,,1.854,,COOP. LA UNION AB,L-D: 24H,2022-07-18 17:36:00
"Carretera Villamandos Km. Sn, 24235 Villaquejida (León)",,,1.877,,TEO,L-V: 09:00-13:30 y 16:00-18:30; S: 09:00-13:30,2022-07-20 00:00:00
"Carretera Villamaria Km. 1, 03315 Orihuela (Alicante)",1.969,,1.899,1.959,COMBUSTIBLES LA MURADA,L-D: 00:06-23:00,2022-07-18 13:37:00
"Carretera Villamartin-Ubrique Km. 2,100, 11650 Villamartín (Cádiz)",,,1.98,,CEPSA,L-D: 24H,2022-07-18 09:39:00
"Carretera Villar- La Yesa Km. 9,1, 46170 Andilla (Valencia / València)",1.999,2.199,1.949,,ES HIGUERUELAS,L-D: 24H,2022-07-18 11:47:00
"Carretera Villareal-Onda Km. 1, 12540 Villarreal/Vila-Real (Castellón / Castelló)",,,,,HAM,L-D: 08:00-22:00,2022-07-18 12:30:00
"Carretera Villarta De San Juan Km. 0, 13710 Argamasilla De Alba (Ciudad Real)",,,1.939,,COOP NTRA SRA PEÑARROYA,L-D: 24H,2022-07-18 11:12:00
"Carretera Villaverde A Vallecas Km. 248, 28031 Madrid (Madrid)",1.979,2.099,1.989,2.019,CEPSA VALLECAS-LA ATALAYUELA 365,L-D: 24H,2022-07-20 00:00:00
"Carretera Villaverde A Vallecas Km. 267, 28031 Madrid (Madrid)",1.819,,1.859,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Carretera Villaverde A Vallecas Km. 283, 28000 Madrid (Madrid)",1.839,,1.839,,SIOMN GRUP,L-D: 24H,2022-07-19 23:33:00
"Carretera Villena-Alcudia Km. 10,608, 03460 Beneixama (Alicante)",2.029,2.159,1.949,,GASOLINERA DIEGO,L-D: 06:00-22:00,2022-07-19 11:57:00
"Carretera Vivel Del Rio Km. 18, 44220 Barrachina (Teruel)",,,,,RIO PANCRUDO,L-D: 24H,2022-07-18 23:59:00
"Carretera Vp-1012 Km. 4,05, 46722 Beniarjó (Valencia / València)",1.969,2.105,1.929,1.977,BENIARJO,L-S: 06:00-21:30,2022-07-18 22:12:00
"Carretera Vp-1022 Km. 2,2, 46830 Benigànim (Valencia / València)",1.959,2.069,1.929,1.979,CAMPSA EXPRESS,L-D: 24H,2022-07-20 00:00:00
"Carretera Vp-3065 Km. 18,4, 46220 Picassent (Valencia / València)",1.899,1.999,1.859,,TAMOIL,L-D: 24H,2022-07-19 17:15:00
"Carretera Vp-3067 Km. 12,1, 46192 Montserrat (Valencia / València)",2.009,2.159,1.989,2.039,REPSOL,L-D: 06:00-22:00,2022-07-20 06:00:00
"Carretera Vp-9803 Km. 0,7, 47132 San Miguel Del Pino (Valladolid)",2.004,2.144,2.009,2.089,SHELL,L-D: 07:00-23:00,2022-07-19 15:00:00
"Carretera Vv-1022 Km. 9,2, 46840 La Pobla Del Duc (Valencia / València)",2.059,,1.999,2.059,CEPSA,L-V: 06:00-22:00; S-D: 24H,2022-07-18 07:47:00
"Carretera Vv-2041 Km. 0,80, 46650 Canals (Valencia / València)",1.999,,1.969,2.019,REPSOL,L-D: 07:00-21:00,2022-07-20 00:00:00
"Carretera Xativa Km. 12,06, 46667 Barxeta (Valencia / València)",2.069,,1.997,,PETROMAR,L-S: 06:00-21:00; D: 07:00-14:00,2022-07-18 14:39:00
"Carretera Yaiza A Montaña Del Fuego Km2 Km. 2, 35570 Yaiza (Palmas (Las))",1.669,1.789,1.629,,E.S.YAIZA,L-D: 08:00-21:00,2022-07-19 11:43:00
"Carretera Yanguas-Peñafiel Km. 11,700, 40250 Mozoncillo (Segovia)",2.029,2.149,1.969,2.039,REPSOL,L-S: 07:30-22:00; D: 09:00-15:00,2022-07-18 10:50:00
"Carretera Yuncos-Numancia De La Sagra Km. S/N, 45230 Numancia De La Sagra (Toledo)",2.019,2.161,1.999,2.088,BP,L-D: 24H,2022-07-19 06:00:00
"Carretera Za-913 Km. 32,5, 49523 San Vitero (Zamora)",2.046,,2.019,2.075,CEPSA,L-D: 07:00-23:00,2022-07-19 13:32:00
"Carretera Zamora Km. 14,700, 49152 Sanzoles (Zamora)",1.969,,1.949,1.999,E.S. CASHER,L-S: 07:30-22:00; D: 09:00-22:00,2022-07-19 01:41:00
"Carretera Zaragoza-Logroño Km. 12,300, 50180 Utebo (Zaragoza)",1.88,2.039,1.867,1.936,ALCAMPO,L-D: 24H,2022-07-18 21:30:00
"Carretera Zaragoza Km. 117, 44600 Alcañiz (Teruel)",1.999,2.109,1.879,1.899,ALCAMPO,L-D: 24H,2022-07-18 11:07:00
"Carretera Zaragoza Km. 6,700, 12190 Borriol (Castellón / Castelló)",,,1.914,,SANMARTI,L-V: 08:30-13:00 y 15:30-19:00,2022-07-18 10:27:00
"Carretera Zaragoza Km. S/N, 22004 Huesca (Huesca)",1.879,,1.841,1.871,ALCAMPO,L-D: 24H,2022-07-18 15:50:00
"Carretera Zuera-Luna Km. 24,100, 50612 Sierra De Luna (Zaragoza)",1.98,,1.885,,COOP SIERRA DE LUNA,L-D: 24H,2022-07-18 09:21:00
"Carril De Huete, S/N, 16400 Tarancón (Cuenca)",,,1.875,,N S RIANSARES,L-D: 24H,2022-07-18 10:14:00
"Cartagena-Alhama Km 24.807, 30320 Fuente Álamo De Murcia (Murcia)",1.969,,1.979,2.049,EL BADEN,L: 06:00-23:00; M-D: 06:00-23:00,2022-07-19 09:53:00
"Cartagena-Almeria Km 7.500, 30393 Cartagena (Murcia)",2.029,2.179,1.969,2.059,BUENOS AIRES,L: 06:00-23:00,2022-07-18 07:21:00
"Cartaya-Tariquejo Km 1, 21450 Cartaya (Huelva)",,,1.94,,CARTAYFRES,L-D: 24H,2022-07-18 08:50:00
"Casanova 23, 08011 Barcelona (Barcelona)",2.049,,1.999,,GRATSA,L-D: 06:00-22:00,2022-07-19 00:00:00
"Castello 37, 25600 Balaguer (Lleida)",1.959,,1.939,2.029,REPSOL,L-V: 06:00-22:00; S-D: 07:00-21:00,2022-07-20 00:00:00
"Cc-L Km 8, 10252 Torrecillas De La Tiesa (Cáceres)",2.009,,2.025,2.091,CEPSA,L-D: 07:00-22:00,2022-07-19 23:48:00
"Cc Ma-401 Km 9,158, 29590 Málaga (Málaga)",2.019,2.219,1.989,2.079,REPSOL,L-D: 24H,2022-07-19 12:00:00
"Cc. Loranca Alcampo Fuenlabrada (Av. Pablo Iglesias, S/N, Ciudad Loranca), 28940 Fuenlabrada (Madrid)",1.879,2.059,1.859,1.949,ALCAMPO FUENLABRADA,L-D: 24H,2022-07-18 21:00:00
"Centro  Bonarea, Avda. Generalitat 10, (P. Ind. Navesma), 25310 Agramunt (Lleida)",1.779,,1.779,,BONAREA,L-D: 24H,2022-07-19 18:45:00
"Centro Bonarea, C/Urgell,S/N, 25200 Cervera (Lleida)",1.778,,1.778,,BONAREA,L-D: 24H,2022-07-19 18:45:00
"Centro Comercial Airesur-Ikea S/N, 41950 Castilleja De La Cuesta (Sevilla)",1.999,2.141,1.989,2.079,BP BENCIR(IKEA-CASTILLEJA),L-D: 24H,2022-07-19 11:14:00
"Centro Comercial Bonarea, Ctra.l-313 Km 14,5, 25210 Guissona (Lleida)",1.778,1.936,1.778,,BONAREA,L-D: 24H,2022-07-19 18:45:00
"Centro Comercial Caprabo Vic, 08500 Vic (Barcelona)",1.878,,1.858,1.918,PETROLIS INDEPENDENTS - PETRO7,L-D: 24H,2022-07-18 12:07:00
"Cerrillo De La Suela, 46, 45720 Camuñas (Toledo)",,,1.929,,COOP. LA FE,L-D: 24H,2022-07-18 11:34:00
"Cerro De La Vega, S/N., 45250 Añover De Tajo (Toledo)",,,1.95,,COOP. LA SAGRA,L-D: 24H,2022-07-18 10:42:00
"Cervantes, 96, 13210 Villarta De San Juan (Ciudad Real)",,,1.87,,COOP. NTRA. SRA. DE LA PAZ,L-D: 06:00-10:00,2022-07-18 12:31:00
"Cl-505 Km 63, 05240 Navalperal De Pinares (Ávila)",2.059,2.159,1.999,2.069,CEPSA,L-D: 07:00-21:00,2022-07-19 11:49:00
"Cl-601 (Valladolid-Segovia) Km 105, 40196 La Lastrilla (Segovia)",1.939,,1.909,,SHELL,L-S: 07:00-21:00; D: 09:00-16:00,2022-07-19 14:00:00
"Cl  626,, 24144 San Emiliano (León)",2.105,2.185,2.029,2.089,LISARMINIA,L-D: 08:00-20:00,2022-07-18 08:00:00
"Cl  Cañi Real 83, 46841 Castelló De Rugat (Valencia / València)",2.089,2.259,1.989,2.149,BP BENICADELL,L-D: 06:00-22:00,2022-07-18 09:26:00
"Cl A Devesa, S.n., 32630 Xinzo De Limia (Ourense)",1.999,2.149,2.009,2.059,REPSOL,L-D: 07:00-23:00,2022-07-18 15:00:00
"Cl Abevradero-Esquina Cr C-715, S.n (C-715 Km 2), 07570 Artà (Balears (Illes))",1.999,2.149,2.009,2.099,PETRONOR,L-D: 06:30-22:00,2022-07-20 00:00:00
"Cl Alava , S.n., 28917 Leganés (Madrid)",1.979,2.089,2.019,2.109,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Alcala, 510, 28027 Madrid (Madrid)",1.999,2.149,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Alfonso Xii, 161, 17820 Banyoles (Girona)",1.999,2.109,1.999,2.069,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Almogavares  159 - 161, 08018 Barcelona (Barcelona)",2.069,2.209,2.039,2.129,BP ALMOGAVARES,L-J: 06:00-22:00; V: 06:00-23:00; S-D: 10:00-14:30 y 15:30-21:00,2022-07-19 10:41:00
"Cl Ancha, S.n., 04620 Vera (Almería)",1.949,2.079,1.949,2.039,REPSOL,L-D: 07:00-22:00,2022-07-20 00:00:00
"Cl Ancora 39, 28045 Madrid (Madrid)",1.999,,1.989,2.079,REPSOL,L-V: 07:00-21:30; S: 08:00-15:00,2022-07-20 00:00:00
"Cl Angel Bruna-Ronda Norte, S.n., 30204 Cartagena (Murcia)",1.949,2.059,1.939,2.009,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Cl Angustias, 1, 29740 Vélez-Málaga (Málaga)",1.959,2.149,1.909,,LISBONA OIL,L-D: 24H,2022-07-19 14:30:00
"Cl Antonio Lopez, 244, 28026 Madrid (Madrid)",1.989,2.179,1.959,1.989,REPSOL,L-D: 24H,2022-07-19 22:30:00
"Cl Antxotxipi , 15, 20305 Irun (Gipuzkoa)",2.015,2.165,2.015,2.105,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Aperribay, 15, 48960 Galdakao (Bizkaia)",1.999,2.129,2.019,2.109,PETRONOR,L-V: 06:30-21:30; S-D: 08:00-21:30,2022-07-20 00:00:00
"Cl Apolo 74, 03182 Torrevieja (Alicante)",2.035,2.135,1.995,2.095,BP OIL ESPAÑA,L-D: 06:30-23:00,2022-07-19 17:08:00
"Cl Archiduque Carlos, 70, 46018 València (Valencia / València)",2.019,2.129,1.969,2.039,REPSOL,L-D: 06:30-22:30,2022-07-20 00:00:00
"Cl Areta, 2, 01400 Laudio/Llodio (Araba/Álava)",1.999,2.149,1.999,2.089,PETRONOR,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Arturo Soria, 175, 28043 Madrid (Madrid)",2.009,2.159,1.999,2.049,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Atindana, 2, 35008 Las Palmas De Gran Canaria (Palmas (Las))",1.642,1.752,1.602,1.702,BP PUERTO DE LA LUZ,L-D: 24H,2022-07-18 11:15:00
"Cl Autovia Bailen-Motril I, 69,4, 23130 Campillo De Arenas (Jaén)",1.969,2.119,2.019,2.089,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Av De La Industria, 58, 28760 Tres Cantos (Madrid)",1.999,2.159,1.979,2.079,REPSOL,L-D: 24H,2022-07-18 13:07:00
"Cl Av.garcia Lorca-Arroyo Miel, 17, 29639 Benalmádena (Málaga)",2.019,2.169,1.989,2.079,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Avda  El Ecuador (Esq. Gral.llor, 46025 València (Valencia / València)",2.009,2.119,1.979,2.049,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda .Alfonso Xiii  Esq.c/ Costa, 28016 Madrid (Madrid)",2.009,2.159,1.999,2.089,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Avda Andalucia, S.n., 23680 Alcalá La Real (Jaén)",1.979,2.089,1.979,2.029,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda De La Industria, 33, 28760 Tres Cantos (Madrid)",1.959,2.109,1.979,2.069,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda Del Pinar, S.n., 28925 Alcorcón (Madrid)",1.999,2.109,2.019,2.109,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Avda Jaume Carner Esq.c/Del Mar,, 43700 El Vendrell (Tarragona)",2.019,2.169,1.989,2.039,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda Tenerife, 18, 28700 San Sebastián De Los Reyes (Madrid)",2.029,2.179,2.019,2.109,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda. Alcalde Juan Fernandez, S. (A-92 Km 4), 41005 Sevilla (Sevilla)",1.969,2.079,1.979,2.069,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda. Alfredo Nobel, 195, 03180 Torrevieja (Alicante)",1.969,2.119,1.959,2.049,REPSOL,L-V: 07:00-21:00; S-D: 09:00-21:00,2022-07-20 00:00:00
"Cl Avda. Badia Polesine , 49, 41560 Estepa (Sevilla)",1.989,2.099,1.959,2.029,REPSOL,L-D: 24H,2022-07-17 15:23:00
"Cl Avda. Cortes Valencianas, S.n., 46650 Canals (Valencia / València)",2.009,2.119,1.959,2.009,REPSOL,L-D: 07:00-21:00,2022-07-20 00:00:00
"Cl Avda. De Andalucia S.n., 21006 Huelva (Huelva)",1.969,2.119,1.999,2.089,CEPSA,L-D: 24H,2022-07-19 10:50:00
"Cl Avda. De Ayora, S.n. A, 02640 Almansa (Albacete)",1.959,2.069,1.989,2.039,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda. De Guipuzcoa, 34, 20500 Arrasate/Mondragón (Gipuzkoa)",2.009,2.139,1.999,2.089,PETRONOR,L-S: 06:00-22:00; D: 08:00-20:00,2022-07-20 00:00:00
"Cl Avda. De Sagunto-Fuenfresca, S.n, 44002 Teruel (Teruel)",1.959,2.069,1.959,2.019,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda. Del Pais Valenciano S.n., 03580 L'alfàs Del Pi (Alicante)",1.999,2.129,1.969,2.059,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avda. Manuel Fraga Iribarne,14, 29620 Torremolinos (Málaga)",1.999,,1.949,2.079,REPSOL,L-D: 24H,2022-07-19 12:00:00
"Cl Avda. Maria Fortuny, 57, 43205 Reus (Tarragona)",1.979,2.109,1.949,2.019,REPSOL,L-D: 07:00-00:00,2022-07-20 00:00:00
"Cl Avda. San Agustin, 78, 37005 Salamanca (Salamanca)",1.979,2.109,1.999,2.069,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Cl Avda. Vivar Tellez, 26, 29700 Vélez-Málaga (Málaga)",2.009,2.149,1.989,2.079,LOS REMEDIOS,L-D: 24H,2022-07-19 14:16:00
"Cl Avda.del Ejercito S/N, 15006 A Coruña (Coruña (A))",1.969,2.109,1.969,2.019,REPSOL,L-S: 07:00-22:00; D: 08:00-22:00,2022-07-20 00:00:00
"Cl Avenida Albufera, 319, 28031 Madrid (Madrid)",2.023,2.163,2.013,2.083,REPSOL,L-D: 24H,2022-07-19 10:17:00
"Cl Avenida Alfonso Xiii, 628, 08914 Badalona (Barcelona)",2.029,2.179,2.009,2.079,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Cl Avenida Alicante, 22, 03400 Villena (Alicante)",1.989,2.099,1.989,2.039,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avenida Alicante, 70, 46460 Silla (Valencia / València)",2.009,2.119,2.009,2.079,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avenida Arias De Velasco, S/N, 29600 Marbella (Málaga)",2.039,,2.009,2.079,REPSOL,L-D: 24H,2022-07-19 12:00:00
"Cl Avenida Artesanos, 40, 28760 Tres Cantos (Madrid)",1.979,2.129,1.979,,REPSOL,L-V: 08:00-20:00,2022-07-19 19:30:00
"Cl Avenida Carlos Haya, 78, 29010 Málaga (Málaga)",2.019,,1.989,2.079,REPSOL,L-D: 24H,2022-07-19 12:00:00
"Cl Avenida Castilla-La Mancha, 1 (N-430 Km 230), 13109 Puebla De Don Rodrigo (Ciudad Real)",1.929,2.039,1.979,2.029,REPSOL,L-S: 07:00-22:00; D: 08:00-22:00,2022-07-20 00:00:00
"Cl Avenida Cayetano Del Toro, 32, 11010 Cádiz (Cádiz)",1.989,2.131,1.949,2.039,BP CADIZ,L-D: 24H,2022-07-20 00:00:00
"Cl Avenida Constitucion, S.n., 10400 Jaraíz De La Vera (Cáceres)",1.989,2.339,1.939,,REPSOL,L-D: 06:00-22:00,2022-07-18 08:54:00
"Cl Avenida Constitucion, S.n., 29500 Álora (Málaga)",2.039,2.219,1.989,2.079,REPSOL,L-D: 06:00-00:00,2022-07-19 12:00:00
"Cl Avenida De Alicante, 72, 03202 Elche/Elx (Alicante)",1.969,2.099,1.979,2.069,REPSOL,L-V: 06:00-22:00; S-D: 07:00-22:00,2022-07-20 00:00:00
"Cl Avenida De Andalucia, S.n., 41740 Lebrija (Sevilla)",2.009,,1.979,2.029,CAMPSA,L-D: 06:00-22:00,2022-07-18 09:14:00
"Cl Avenida De Aragon, 79 (N-2 Km 436), 22520 Fraga (Huesca)",2.075,2.275,1.99,2.03,REPSOL,L-D: 24H,2022-07-19 10:16:00
"Cl Avenida De Asturias, 67, 33770 Vegadeo (Asturias)",1.969,,1.969,2.039,PETRONOR,L-D: 07:00-23:00,2022-07-20 00:00:00
"Cl Avenida De Cadiz, 85 (N-4 Km 569), 41720 Los Palacios Y Villafranca (Sevilla)",1.959,2.069,1.969,2.019,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avenida De España, 3, 23700 Linares (Jaén)",1.959,2.069,1.999,2.049,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Cl Avenida De España, S.n., 28100 Alcobendas (Madrid)",2.019,2.169,1.999,2.089,REPSOL,L-D: 24H,2022-07-20 00:00:00
